iid,gender_x,piid,match_x,age_x,imprace_x,imprelig_x,date_x,go_out_x,sports_x,tvsports_x,exercise_x,dining_x,museums_x,art_x,hiking_x,gaming_x,clubbing_x,reading_x,tv_x,theater_x,movies_x,concerts_x,music_x,shopping_x,yoga_x,attr1_1_x,sinc1_1_x,intel1_1_x,fun1_1_x,amb1_1_x,shar1_1_x,attr2_1_x,sinc2_1_x,intel2_1_x,fun2_1_x,amb2_1_x,shar2_1_x,attr3_1_x,sinc3_1_x,fun3_1_x,intel3_1_x,amb3_1_x,attr_x,sinc_x,intel_x,fun_x,amb_x,shar_x,like_x,prob_x,f1law_x,f2math_x,f3social_sci_x,f4medical_sci_x,f5engineering_x,f6english_x,f7hist_x,f8business_x,f9edu_x,f10bio_sci_x,f11social_work_x,f12undergrad_x,f13poli_sci_x,f14film_x,f15arts_x,f16languages_x,f17architecture_x,f18other_x,r1black_x,r2european_x,r3latino_x,r4asian_x,r6other_x,c1lawyer_x,c2academic_x,c3psycho_x,c4doctor_x,c5engineer_x,c6entertainment_x,c7banking_x,c8real_estate_x,c9inter_affairs_x,c10undeci_x,c11social_work_x,c12speech_x,c13politics_x,c14sports_x,c15other_x,c16journalism_x,c17architecture_x,goal_s_x,age_y,imprace_y,imprelig_y,date_y,go_out_y,sports_y,tvsports_y,exercise_y,dining_y,museums_y,art_y,hiking_y,gaming_y,clubbing_y,reading_y,tv_y,theater_y,movies_y,concerts_y,music_y,shopping_y,yoga_y,attr1_1_y,sinc1_1_y,intel1_1_y,fun1_1_y,amb1_1_y,shar1_1_y,attr2_1_y,sinc2_1_y,intel2_1_y,fun2_1_y,amb2_1_y,shar2_1_y,attr3_1_y,sinc3_1_y,fun3_1_y,intel3_1_y,amb3_1_y,attr_y,sinc_y,intel_y,fun_y,amb_y,shar_y,f1law_y,f2math_y,f3social_sci_y,f4medical_sci_y,f5engineering_y,f6english_y,f7hist_y,f8business_y,f9edu_y,f10bio_sci_y,f11social_work_y,f12undergrad_y,f13poli_sci_y,f14film_y,f15arts_y,f16languages_y,f17architecture_y,f18other_y,r1black_y,r2european_y,r3latino_y,r4asian_y,r6other_y,c1lawyer_y,c2academic_y,c3psycho_y,c4doctor_y,c5engineer_y,c6entertainment_y,c7banking_y,c8real_estate_y,c9inter_affairs_y,c10undeci_y,c11social_work_y,c12speech_y,c13politics_y,c14sports_y,c15other_y,c16journalism_y,c17architecture_y,goal_s_y,sum_in_z,age_d_z,imprace_d_z,imprelig_d_z,date_d_z,go_out_d_z,goal_d_z,career_d_z,field_d_z,race_d_z,from_d_z
11,1,3,0,0.168009687845,1.11249406896,-0.246625492973,0.000810807375696,1.62832433362,0.618206572418,0.868263628704,-1.75315356644,-0.992692937182,0.000579478156675,-0.770312859727,-0.28133550151,0.397650710122,-0.690910367005,0.65866976564,-1.30590343343,-1.27680429727,0.041450236431,0.0519632707847,0.0818663738901,-0.244434559476,-1.23641174656,0.956555180434,0.385354744833,-0.0413719576271,0.411631390703,-1.73423697279,-1.04846792438,-0.333823697385,-1.18365267006,0.895830836787,0.276668289459,1.91942607615,-1.09366371335,0.661364985804,0.506465320082,-0.454608537362,-0.372449668566,-1.47901102745,0.433619325744,0.482821844986,-0.872202383235,-0.718685797182,0.700387663749,-0.702463352416,-0.621637410508,-1.53269259152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.395465634651,1.48932093488,0.105115069126,-1.40155197629,-1.05099648004,-1.25263817006,1.24517415729,0.321041320071,0.129580925032,-0.973471618124,-0.764544641112,0.914961155642,0.0392518700499,-0.305025281354,-0.355464479161,1.05872368473,0.0870130037197,-0.552370194056,0.0747002843281,-1.57034074022,0.919281216387,0.986047608628,0.979551357728,-1.07403759509,2.16092477097,-1.19659335427,-0.104189260352,-1.8473180485,1.1926720875,-1.90513142462,0.901522000325,1.80779172477,-1.6999493107,-1.90456803487,0.681403763943,0.50358184681,0.196129260509,0.575930041889,0.228720739818,0.432870132646,1.07873952071,1.73574881733,0.339015794902,0.705684148519,1.81525303126,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-3.14666187943,0.563475322496,-0.376826865914,-0.351740562099,1.40236278367,2.67932081366,1,0,0,1,0
11,1,9,0,0.168009687845,1.11249406896,-0.246625492973,0.000810807375696,1.62832433362,0.618206572418,0.868263628704,-1.75315356644,-0.992692937182,0.000579478156675,-0.770312859727,-0.28133550151,0.397650710122,-0.690910367005,0.65866976564,-1.30590343343,-1.27680429727,0.041450236431,0.0519632707847,0.0818663738901,-0.244434559476,-1.23641174656,0.956555180434,0.385354744833,-0.0413719576271,0.411631390703,-1.73423697279,-1.04846792438,-0.333823697385,-1.18365267006,0.895830836787,0.276668289459,1.91942607615,-1.09366371335,0.661364985804,0.506465320082,-0.454608537362,-0.372449668566,-1.47901102745,-0.0864176007633,0.482821844986,-0.22183292701,0.862505730681,0.122142159837,-0.203773600175,-0.0656021218113,-0.566981090089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.118329585275,-0.99065505727,-0.96365970558,-0.708597907843,-1.05099648004,-0.875134837029,-0.53714492702,-2.13879997014,0.129580925032,-0.484431734226,0.124022641987,-1.46867955021,-0.715272756494,1.68702444072,0.145569294178,1.05872368473,1.44388312907,1.21359660627,1.02245432758,0.66691719033,0.919281216387,-0.498268738402,-0.199044679916,-1.07403759509,-0.0406832145974,2.03930896455,-0.104189260352,-0.287774381793,-0.0264952294174,0.958974528898,-0.702464560214,0.257034246645,-0.247784525094,-0.296354003664,-0.0332494733487,-1.62755209657,1.47955459679,-1.30560764186,-0.334811762544,0.95024236533,1.66831080107,1.08195522997,0.86233290376,0.121645959639,0.310142249224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.09989517049,0.28633927312,2.10314912623,0.717034212607,0.709408715219,2.67932081366,1,0,0,0,0
96,1,76,0,-0.112502062362,-0.287208255779,0.82045570284,1.37756173131,-1.02625775155,-0.531815684392,1.22489440798,0.303348130112,1.27517468116,1.47651034321,0.56029877386,1.69593139238,0.771728774269,0.901982780551,0.159002783336,-0.910264555714,0.541744868197,0.62960484473,0.526337646012,-0.477151466051,0.526317310515,-0.49254952417,-0.981658972761,0.385354744833,-0.0413719576271,0.729846331519,-0.752916533668,1.56956908807,-0.637062429119,1.65967172533,0.099376099751,0.276668289459,-0.264927725667,-0.29037256245,-0.0510463564852,0.506465320082,0.820703789825,0.565162692034,0.789692905647,-0.0864176007633,-0.102563012412,-0.22183292701,0.862505730681,0.122142159837,-0.203773600175,0.490433166885,0.881586162062,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.09875880973,0.426474081099,1.17388984383,1.37026429751,-0.155566463428,-2.00764483614,0.888710340431,-0.0889322282975,0.129580925032,0.493648033569,0.568306283537,-0.276859197283,-1.09253506977,0.491794607475,-0.355464479161,-0.524002199352,0.539303045503,0.0362854060531,0.548577305956,-0.451711774946,0.533864054554,0.986047608628,-0.984775371679,-1.07403759509,1.42705544245,0.421357805141,-0.104189260352,1.27176928492,1.1926720875,-0.473078447859,-0.702464560214,-1.29372323147,-0.247784525094,-0.296354003664,-0.74790271064,-1.62755209657,-1.08729607578,-0.364838799985,-2.02540926963,-2.15399103077,1.66831080107,-2.18701270684,-1.23093553167,-1.630468607,-0.191561344789,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.50779463193,-2.21126087209,-0.713682336878,-0.353434140992,0.00729743380126,-0.870691288122,1,1,0,0,0
96,1,80,0,-0.112502062362,-0.287208255779,0.82045570284,1.37756173131,-1.02625775155,-0.531815684392,1.22489440798,0.303348130112,1.27517468116,1.47651034321,0.56029877386,1.69593139238,0.771728774269,0.901982780551,0.159002783336,-0.910264555714,0.541744868197,0.62960484473,0.526337646012,-0.477151466051,0.526317310515,-0.49254952417,-0.981658972761,0.385354744833,-0.0413719576271,0.729846331519,-0.752916533668,1.56956908807,-0.637062429119,1.65967172533,0.099376099751,0.276668289459,-0.264927725667,-0.29037256245,-0.0510463564852,0.506465320082,0.820703789825,0.565162692034,0.789692905647,-0.0864176007633,-0.102563012412,-0.22183292701,-0.191621954561,0.122142159837,-0.203773600175,-0.0656021218113,0.881586162062,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1588064641,-0.282090488085,-0.96365970558,-0.0156438393937,1.6352935698,0.634878495116,-0.53714492702,0.321041320071,-1.56439315225,-0.973471618124,-1.20882828266,-1.07140609923,-1.09253506977,-0.305025281354,1.14763684085,1.45440515575,0.0870130037197,-0.552370194056,0.0747002843281,-0.451711774946,1.30469837822,-0.86934782516,-0.984775371679,0.385336693886,-0.0406832145974,-1.19659335427,1.53516237589,1.27176928492,-0.331287058647,0.958974528898,-0.702464560214,0.257034246645,-0.247784525094,0.507753011938,0.681403763943,-0.206796134318,0.196129260509,-0.364838799985,0.228720739818,-0.0845021000379,-0.100403039989,0.428161642607,0.339015794902,0.705684148519,0.811845843237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8.01533427712,-0.271308526463,-0.00511776769323,1.78411540842,1.3932055707,-2.66155132135,1,1,0,0,0
96,1,87,0,-0.112502062362,-0.287208255779,0.82045570284,1.37756173131,-1.02625775155,-0.531815684392,1.22489440798,0.303348130112,1.27517468116,1.47651034321,0.56029877386,1.69593139238,0.771728774269,0.901982780551,0.159002783336,-0.910264555714,0.541744868197,0.62960484473,0.526337646012,-0.477151466051,0.526317310515,-0.49254952417,-0.981658972761,0.385354744833,-0.0413719576271,0.729846331519,-0.752916533668,1.56956908807,-0.637062429119,1.65967172533,0.099376099751,0.276668289459,-0.264927725667,-0.29037256245,-0.0510463564852,0.506465320082,0.820703789825,0.565162692034,0.789692905647,0.433619325744,-0.68794786981,-0.872202383235,0.33544188806,0.122142159837,-0.203773600175,0.490433166885,-0.0841253393721,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.949737733402,1.48932093488,2.24266461854,-1.40155197629,-0.155566463428,1.38988516119,0.175782706706,1.55096196518,0.129580925032,0.00460814967159,0.124022641987,0.914961155642,0.0392518700499,1.2886144963,0.646603067516,0.267360742687,0.0870130037197,1.21359660627,1.02245432758,1.22623167297,0.533864054554,1.72820578214,-0.591910025798,-0.344350450604,-0.0406832145974,-0.387617774563,0.715486557768,1.27176928492,-0.940870717106,0.24294804052,0.901522000325,-0.518344492415,0.478297867711,1.31186002754,1.39605700123,0.50358184681,0.837841928651,0.575930041889,0.792253242179,-1.63661879809,-0.689974320341,-0.879425532118,-0.707618422814,0.121645959639,-0.693264938802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.98595795061,0.837235671039,-1.77652919065,-1.4222089157,2.7791137076,-0.870691288122,1,0,0,0,0
96,1,90,0,-0.112502062362,-0.287208255779,0.82045570284,1.37756173131,-1.02625775155,-0.531815684392,1.22489440798,0.303348130112,1.27517468116,1.47651034321,0.56029877386,1.69593139238,0.771728774269,0.901982780551,0.159002783336,-0.910264555714,0.541744868197,0.62960484473,0.526337646012,-0.477151466051,0.526317310515,-0.49254952417,-0.981658972761,0.385354744833,-0.0413719576271,0.729846331519,-0.752916533668,1.56956908807,-0.637062429119,1.65967172533,0.099376099751,0.276668289459,-0.264927725667,-0.29037256245,-0.0510463564852,0.506465320082,0.820703789825,0.565162692034,0.789692905647,-0.0864176007633,0.482821844986,-0.22183292701,-0.191621954561,-0.456103344075,-0.203773600175,-0.0656021218113,0.881586162062,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.949737733402,0.072191796507,-0.96365970558,1.37026429751,4.32158361963,0.634878495116,1.60163797416,-0.0889322282975,-1.56439315225,0.493648033569,1.01258992509,0.120414253692,-0.338010443222,-1.89866505901,1.14763684085,0.267360742687,0.0870130037197,0.0362854060531,0.0747002843281,-1.01102625758,-0.622387430947,-1.24042691192,-0.591910025798,0.531274122784,-0.334230946007,0.0977675732592,-0.104189260352,0.959860551575,-1.24566254634,1.67500101728,0.0995287200552,-0.518344492415,-0.247784525094,2.11596704314,-1.46255594793,-0.206796134318,-1.72900874392,-1.30560764186,-1.46187676727,-0.601874332722,-1.27954560069,-0.879425532118,-0.707618422814,-0.462392229241,0.811845843237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.0564034486936,0.837235671039,-0.359400052286,1.78411540842,0.00729743380126,-5.34784137118,1,0,0,0,0
96,1,93,0,-0.112502062362,-0.287208255779,0.82045570284,1.37756173131,-1.02625775155,-0.531815684392,1.22489440798,0.303348130112,1.27517468116,1.47651034321,0.56029877386,1.69593139238,0.771728774269,0.901982780551,0.159002783336,-0.910264555714,0.541744868197,0.62960484473,0.526337646012,-0.477151466051,0.526317310515,-0.49254952417,-0.981658972761,0.385354744833,-0.0413719576271,0.729846331519,-0.752916533668,1.56956908807,-0.637062429119,1.65967172533,0.099376099751,0.276668289459,-0.264927725667,-0.29037256245,-0.0510463564852,0.506465320082,0.820703789825,0.565162692034,0.789692905647,0.433619325744,0.482821844986,0.428536529215,0.862505730681,0.122142159837,-0.203773600175,0.490433166885,0.881586162062,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.713078562851,-0.636372772678,-0.607401447345,-0.0156438393937,-1.05099648004,-1.25263817006,-0.893608743882,-0.0889322282975,1.25889697655,0.00460814967159,-0.320260999562,0.914961155642,1.17103880987,0.890204551889,-0.355464479161,-0.128320728332,0.539303045503,0.0362854060531,-0.3991767373,-1.57034074022,0.533864054554,0.61496852187,-0.670483094974,0.385336693886,-0.334230946007,1.0685382689,1.20729204864,-0.911591848477,-0.0264952294174,0.24294804052,0.0995287200552,0.257034246645,-0.247784525094,-0.296354003664,0.681403763943,-0.206796134318,0.196129260509,-0.364838799985,-0.334811762544,0.432870132646,-0.100403039989,-0.225631944755,-0.184301313956,-0.462392229241,0.310142249224,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.12824357885,-0.825580625214,0.349164516899,1.42785715018,1.3932055707,0.02473872849,1,1,1,0,0
366,1,341,1,0.168009687845,0.0627173254068,0.82045570284,-0.68756465459,-1.02625775155,-0.148474932122,0.511632849425,-0.930552887821,0.141240871991,0.984533388191,1.00383598506,0.509571256046,0.771728774269,0.901982780551,0.65866976564,-0.514625678,-0.367529714536,-0.546704371868,1.47508639647,1.19990205377,0.911693245511,0.623243809415,-0.67154470825,0.100419527386,-0.480746132528,-0.22479849093,0.719064125011,1.26156473366,-1.06159665355,0.948840626482,-0.0599148476562,0.276668289459,0.171943034697,1.31620973936,-0.763457698774,-0.193139946208,0.820703789825,-0.372449668566,1.35686888892,1.47369317876,0.482821844986,0.428536529215,0.862505730681,0.122142159837,1.79098540879,1.60250374428,1.36444191278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.949737733402,-0.282090488085,2.24266461854,0.677310229056,-1.05099648004,-2.00764483614,-0.893608743882,-2.13879997014,1.25889697655,0.982687917467,1.01258992509,0.914961155642,-1.09253506977,0.0933846630605,1.14763684085,1.85008662676,1.44388312907,1.21359660627,1.49633134921,1.22623167297,1.30469837822,2.0992848689,-0.199044679916,0.385336693886,-0.0406832145974,0.421357805141,1.53516237589,-1.8473180485,1.80225574596,-0.473078447859,-0.702464560214,-0.518344492415,-1.6999493107,-1.10046101927,-0.0332494733487,0.50358184681,0.837841928651,-1.30560764186,0.792253242179,0.95024236533,0.489168240362,1.73574881733,0.86233290376,1.87376052628,2.31695662528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.4863413192,1.11774742125,0.344807813492,-1.4222089157,-1.36487488365,0.02473872849,1,0,0,0,0
366,1,349,1,0.168009687845,0.0627173254068,0.82045570284,-0.68756465459,-1.02625775155,-0.148474932122,0.511632849425,-0.930552887821,0.141240871991,0.984533388191,1.00383598506,0.509571256046,0.771728774269,0.901982780551,0.65866976564,-0.514625678,-0.367529714536,-0.546704371868,1.47508639647,1.19990205377,0.911693245511,0.623243809415,-0.67154470825,0.100419527386,-0.480746132528,-0.22479849093,0.719064125011,1.26156473366,-1.06159665355,0.948840626482,-0.0599148476562,0.276668289459,0.171943034697,1.31620973936,-0.763457698774,-0.193139946208,0.820703789825,-0.372449668566,1.35686888892,1.47369317876,1.65359155978,0.428536529215,1.3895695733,0.700387663749,1.79098540879,1.60250374428,1.36444191278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.82162276035,-0.99065505727,1.17388984383,-0.708597907843,-0.155566463428,-1.6301415031,-0.53714492702,1.55096196518,0.129580925032,0.00460814967159,0.568306283537,0.517687704667,-1.09253506977,0.0933846630605,-0.355464479161,-0.524002199352,0.539303045503,0.0362854060531,0.548577305956,0.66691719033,0.14844689272,0.986047608628,0.193820665965,0.385336693886,-1.50842187164,0.421357805141,1.53516237589,-1.06754621515,1.1926720875,-1.18910493624,0.901522000325,1.80779172477,-0.973866917899,-1.90456803487,-0.0332494733487,-0.206796134318,0.196129260509,0.575930041889,-0.334811762544,-0.0845021000379,0.489168240362,0.428161642607,0.86233290376,0.121645959639,1.31354943725,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.798981026103,-1.65361307251,1.05337238268,-0.353434140992,0.0210332532535,-0.870691288122,1,0,0,1,0
366,1,359,1,0.168009687845,0.0627173254068,0.82045570284,-0.68756465459,-1.02625775155,-0.148474932122,0.511632849425,-0.930552887821,0.141240871991,0.984533388191,1.00383598506,0.509571256046,0.771728774269,0.901982780551,0.65866976564,-0.514625678,-0.367529714536,-0.546704371868,1.47508639647,1.19990205377,0.911693245511,0.623243809415,-0.67154470825,0.100419527386,-0.480746132528,-0.22479849093,0.719064125011,1.26156473366,-1.06159665355,0.948840626482,-0.0599148476562,0.276668289459,0.171943034697,1.31620973936,-0.763457698774,-0.193139946208,0.820703789825,-0.372449668566,1.35686888892,0.433619325744,-0.102563012412,0.428536529215,0.862505730681,-0.456103344075,0.793605904308,0.490433166885,0.881586162062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.118329585275,-0.99065505727,0.461373327361,0.677310229056,0.739863553184,-1.6301415031,-1.25007256075,-2.13879997014,-0.435077100728,-2.44059126982,-2.09739556576,0.120414253692,1.54830112314,-1.89866505901,1.14763684085,-0.919683670371,0.0870130037197,0.0362854060531,0.548577305956,0.107602707692,-1.77863891645,-0.127189651645,-1.06334844086,-0.052475592808,0.399638382517,-0.387617774563,0.551551394144,1.58367801826,-0.331287058647,-0.902694340886,-1.02326187232,1.03241298571,-0.247784525094,2.11596704314,-0.0332494733487,1.21395982794,-3.65414674834,0.575930041889,0.228720739818,0.95024236533,1.07873952071,1.08195522997,1.38565001262,0.121645959639,1.31354943725,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-3.01848932338,0.28633927312,1.05337238268,0.359082375479,-1.36487488365,-1.76612130473,1,0,0,1,0
